Hal_SalesOrderDetails,ConsignmentItemDesc,varchar
Hal_SalesOrderDetails,CGBuyPrice,float
Hal_SalesOrderDetails,SageMarginValue,float
Hal_SalesOrderDetails,SalesCategory,varchar
Hal_SalesOrderDetails,ConsignmentItemCompany,varchar
Hal_SalesOrderDetails,ConsignmentItemEditionNumber,varchar
Hal_SalesOrderDetails,DiscountVouchercode,varchar
Hal_SalesOrderHeader,SoId,int
Hal_SalesOrderHeader,GalleryCode,smallint
Hal_SalesOrderHeader,SONum,int
Hal_SalesOrderHeader,SODate,datetime
Hal_SalesOrderHeader,OrderTypeCode,varchar
Hal_SalesOrderHeader,SOTotal,float
Hal_SalesOrderHeader,SoBalance,float
Hal_SalesOrderHeader,CustID,int
Hal_SalesOrderHeader,Vat,float
Hal_SalesOrderHeader,SlpNum,int
Hal_SalesOrderHeader,SharedWithSlpNum,int
Hal_SalesOrderHeader,Commission,float
Hal_SalesOrderHeader,DeliveryCharges,float
Hal_SalesOrderHeader,CreatedDate,smalldatetime
Hal_SalesOrderHeader,CreatedUserId,smallint
Hal_SalesOrderHeader,LastModifiedDate,smalldatetime
Hal_SalesOrderHeader,LastModUserId,smallint
Hal_SalesOrderHeader,DeleteTag,char
Hal_SalesOrderHeader,Notes,ntext
Hal_SalesOrderHeader,SoRef,varchar
Hal_SalesOrderHeader,AddressType,char
Hal_SalesOrderHeader,NetGBPCarriage,float
Hal_SalesOrderHeader,TaxCodeCarriage,float
Hal_SalesOrderHeader,ConsignmentNo,varchar
Hal_SalesOrderHeader,CourierCode,smallint
Hal_SalesOrderHeader,DeliveryAddress,char
Hal_SalesOrderHeader,Order_Number,varchar
Hal_SalesOrderHeader,Order_Date,datetime
Hal_SalesOrderHeader,Invoice_Number,varchar
Hal_SalesOrderHeader,Invoice_Date,datetime
Hal_SalesOrderHeader,SagePosted,char
Hal_SalesOrderHeader,DeliveryNotes,text
Hal_SalesOrderHeader,DeliveryType,char
Hal_SalesOrderHeader,PaymentNotes,text
Hal_SalesOrderHeader,SaleType,char
Hal_SalesOrderHeader,Foreign_CurrencyCode,smallint
Hal_SalesOrderHeader,BadDebtOrder,char
Hal_SalesOrderHeader,BadDebtNote,ntext
Hal_SalesOrderHeader,SOStatus,varchar
Hal_SalesOrderHeader,DeliveryCountry,int
Hal_SalesOrderHeader,DeliveryGallery,tinyint
Hal_SalesOrderHeader,DeliveryOtherAddress,varchar
Hal_SalesOrderHeader,SourceSOId,int
Hal_SalesOrderHeader,SOBalanceDueDate,smalldatetime
Hal_SalesOrderHeader,VATRegNumber,varchar
Hal_SalesOrderHeader,DeliveryDate,smalldatetime
Hal_SalesOrderHeader,SpecificDeliveryDate,char
Hal_SalesOrderHeader,SharedWithSlpNum2,int
Hal_SalesOrderHeader,Commission2,float
Hal_SalesOrderHeader,SharedWithSlpNum3,int
Hal_SalesOrderHeader,Commission3,float
Hal_SalesOrderHeader,SharedWithSlpNum4,int
Hal_SalesOrderHeader,Commission4,float
Hal_SalesOrderHeader,DeliveryTrackingNumber,varchar
Hal_SalesOrderHeader,ReceiptEmail,varchar
Hal_SalesOrderHeader,EReceipt,char
Hal_SalesOrderHeader,ReturnEReceiptStatusCode,varchar
Hal_SalesOrderHeader,DiscountedUpdatedDate,smalldatetime
Hal_SalesOrderHeader,DiscountUpdatedUserId,int
Hal_SalesOrderHeader,MondayPulseId,varchar
Hal_SalesOrderHeader,MondayOrderDetails,varchar
Hal_SalesOrderHeader,MondayChaseType,varchar
Hal_SalesOrderHeader,MondayStatus,char
Hal_SalesOrderHeader,MondaySOBalanceBoardPulseId,int
Hal_SalesOrderHeader,CreatedOnMondayPersonsId,varchar
Hal_SalesOrderHeader,ReprocessedSoId,int
Hal_SalesOrderHeader,RequireBeforeChristmas,char
Hal_SalesOrderHeader,SoBalanceClearedDate,smalldatetime
Hal_SalesOrderHeader,WebsiteOrderNumber,varchar
Hal_SalesPerson,SLPNum,smallint
Hal_SalesPerson,Name,varchar
Hal_SalesPerson,CreatedDate,smalldatetime
Hal_SalesPerson,CreatedUserId,smallint
Hal_SalesPerson,LastModifiedDate,smalldatetime
Hal_SalesPerson,LastModUserId,smallint
Hal_SalesPerson,DeleteTag,char
Hal_SalesPerson,GalleryCode,tinyint
Hal_SalesPerson,SalesPersonGallery,tinyint
Hal_SalesPerson,Email,varchar
Hal_SalesPerson,Phone,varchar
Hal_SalesPerson,Commission,float
Hal_SalesPerson,SageCode,varchar
